komen;label
@pusamaniaayo ada kalo kuoata tapi sisa pulsa hilang;netral
@prasetyoendro41 ditunggu kejutan lainnya dari by.U kak 🤗;netral
@prasatya328 ditunggu promo menarik lainnya dari by.U 🙏🏻🤗;netral
@planetkhastem_jkt ditunggu promo menarik lainnya dari by.U 🥰🤗;netral
@papa_piyo udah kita bls ya kak DM nya 🙏🏻🙂;netral
@orii2210 wkwkwk..... tahan rindu saja bro, semoga pahitnya hanya saat promo berlangsung, setelah itu paket 35GB 100k muncul lagi.;netral
"@onichan_nub di youtube by.U kak :) Searching aja ""by.U"" di youtube 🙏🏻😊";netral
@neng_via11 langsung disikat aja kak topping GGWP+ 🔥;netral
@muhariifin25 ditunggu kejutan dari by.U 😌🤭;netral
@muhammad_rizki_609 ditunggu promo menarik bulan juni ini ya kak 💙🥰;netral
@merariesta anak by.U harus coba dong 🥰;netral
@massmokk nyalain mode pesawat terus matiin lagi dan tinggal masuk;netral
@massmokk gua juga gitu awalnya, abis restart hp jd bisa.;netral
@mardiantanabagas wkwk gw udh -+5thn lebih aman aman aja,yg gak aman pulsa doang,klo nyimpen pulsa auto kesedot;netral
@mardiantanabagas bagus sih, tapi lebih stabil tsel lah kalo dibawa kemana-mana.;netral
@mardiantanabagas 120K 50GB ada kak 🥰;netral
@marcel_salea ditunggu kejutannya dari by.U ya 🤗🥰;netral
@mantra.kd ada, di bagian topping;netral
@mantra.kd ada kak do bagian Topping namanya Topping GGWP 🤗🥰;netral
@manamesrafi kan lagi ada promo 75 GB 150 ribu kak 😎🙂🙆‍♀️;netral
@maedzm19 ditunggu promo menarik lainnya dari by.U ya kak 🤗;netral
@lukmanlir_ coba uninstall trs install ulang kak #bantujawab;netral
@liintung wkwkwkwkwkwkwk kasih dia pulsa min, kasian rumahnya pelosok susah beli pulsa min;netral
@lifeandblogby hayu kak cepat ikutan, siapa tau dapat hadiahnya 😍🥰🤗;netral
@laurenciasr coba hpnya di off in dulu abis itu di ON in lagi, bisaa kok kemarin akuuu gituuu soalnya;netral
@latif9kyuu Halo kak Latif, ditunggu promo menarik lainnya dari by.U ya 🥰😍;netral
@komangsuryadana yg ada 2 Mbps dulu cepat beli;netral
@kimhyesun13_ nah cucokk nih! Bikin yang lain dari SMUD dong gaes 😆;netral
@kevingrumagit jangan sampai ketinggalan ya 😊;netral
@kentuy19 ditunggu kejutan menarik dari by.U ya kaka 🔥;netral
@julkifli10 ditunggu promo menarik lainnya dr by.U ya kaka 🤗🥰;netral
@jpu.tomo up permanen 2mbps 150k;netral
@jokwidno yups, kendala by.U memang seperti itu, tapi dari pada provider lain, lebih enjoy produk telkomsel sih;netral
@izzunadaalfiansyh_ harus pake Topping Youtube dari by.U kali kak 🥰😍;netral
@iwan_uuone berarti kayak kuota games telkomsel ya bang? Klo kita cmn beli kuota topping nya tpi gak ada kuota biasa sama aja gabisa dipake? 🙌;netral
@ivan_reyhan2002 harusnya ada buat 720p apalagi 1080p;netral
@ivan_reyhan2002 ditunggu kejutan menarik lainnya dr by.U 🤗🤪;netral
@haiyogie pake topping ruangguru sama zenius aja dulu yuk 🥰🤗;netral
@hafidz.j.9 Ada promo banjir kuota THR 75 GB 150 ribudi aplikasi by.U 🙆‍♀️🙆‍♀️🙆‍♀️;netral
@hadid_hdd ya sebenarnya lebih boros karena semakin cepat speed nya hingga 20x lipat otomatis lebih boros lagi nyedot kuota nya. Jika cek Speed test nya aja selama 10 detik sudah nyedot sekitar 500MB.;netral
@gorilaaaar unlimited juga batas maks cuman 1,5Mbps doang alias 192KBps😂;netral
@fiki_a10 ditunggu promo menarik lainnya dari by.U ya kak;netral
@ferry.afbi ditunggu promo menarik dari by.U ya kaka 🥰🤗;netral
@fariedahmad78_ sudah ikut jaringan induk nya yaitu Telkomsel. Ingat by.u itu anak perusahaan nya telkomsel;netral
@fariedahmad78_ anak by.U udah pada ga sabar ya 😆 ditunggu yaa😍;netral
@ekosetiyanto181 untuk saat ini belum ya kakak..tapi nanti kebagian 5G kok, ditunggu yaa 🥰;netral
@egifernando_ bisa dong kak, beli Topping Disney+ Hotstar aja yuk 😍;netral
@dammu28 ditunggu kejutannya dari by.U ya kak 🥰🙏🏻😊;netral
@cendanidwm ditunggu promo menarik lainnya dari by.U ya kakak 🙏🏻🤗🥰;netral
@byu.id uda  bisa 5G nya kak;netral
@byu.id terkadang jaringan hilang hilangan gak stabil;netral
@byu.id Sy kan mau daftar mbanking bni, nah pake nomor by.u..;netral
@byu.id please tambahin topping liga inggris nya ya min untk musim 21/22 🙏;netral
@byu.id permanenin aja pleaseee😢;netral
@byu.id penthouse min wkwk, biar makin greget;netral
@byu.id pengennya dapet giveaway ajaaaaaaaaa🔥;netral
@byu.id pasti banyak ka Nindy, kan telegram udh rame seperti what'sapp 😁;netral
@byu.id nindy ditunggu nih 5G nya😍;netral
@byu.id min, speed limit paket unlimited kapan upgrade nya min?;netral
@byu.id min kartu ny bisa di pkae buat modem gak. Klo bisa yang support dengan kartu ny pake modem apa yah.karna saya pengguna kartu byu;netral
@byu.id min kapan by.u support 5G?;netral
@byu.id mau kejutan paket internet unlimited 10mbps seharga 100rb👍🏻;netral
@byu.id masa aktif nya di perpanjang dong jangan 1hari untuk topping youtubenya;netral
@byu.id mantap, ditunggu min kuota buat main genshin impact-nya 😋😋;netral
@byu.id mantap min ditunggu, bulan depan kita udah 1 thn aja nih 😁;netral
@byu.id mana no nya nih, bukan nya hanya via teks aja yaa. Mana ada pengaduan bisa menggunakan VC;netral
@byu.id mana hadiahnya min saya udah  jawab kemarin 😂;netral
@byu.id maksh nindy huhu dibls donh;netral
@byu.id lebih leluasa 24 jam dong. 👍🏾. Apalagi toping paket unlimited nya nanti di tambah lebih banyak pilihan pasti makin rame ni byu.;netral
@byu.id Kuota Gamenya mana min buat CODM, Call of Duty Mobile, ko ga termasuk sih;netral
@byu.id klau ngisi paket by u gimna;netral
@byu.id kenapa gak bikin paket unlimited 30 hari aja min?? Tapi unlimited nya bukan yang 2Mbps🙂;netral
@byu.id kapan sih dukung e-sim? 😂;netral
@byu.id kapan 5Gnya by.u bisa di nikmati... masak hpku support 5G jaringan by.u yg nongol 4G belum + lagi....😢;netral
@byu.id Kalo saya beli sekarang tapi buat pemakaian bulan depan bisa ga ya, kmren udh keburu beli yang 1,5 😢😢;netral
@byu.id kalau sudah 5G seharusnya speed nya di tambahin yg 10Mbps kan mengikuti speed nya🤭;netral
@byu.id kalau Oppo a74 5g sudah bisa terhubung?;netral
"@byu.id kak nindy mau nanya dong untuk jaringan 5G itu apakah hp harus 5G juga atau dengan hp yang sudah LTE bisa menggunakan 5G? Kira"" untuk by.u sendiri kapan mau rilis 5G nya kak";netral
@byu.id kak kuota yg bikin CLBK 25gb 50k itu bisa untuk semua aplikasi kan?;netral
@byu.id jelas min,kan sesama Telkomsel,mumpung hp udah support 🙌;netral
@byu.id iye nih, masa CODM kaga ada sih...... ga asik aaaaah.... 😢;netral
@byu.id iya nih, semoga aja menang give away poco x3 nya, biar  nonton film+kuliah lebih enak 😂;netral
@byu.id itu akumulasinya gimana min? Di aplikasi Gk ada penjelasan jayanya;netral
@byu.id gw udh pake paketan yg 140rb trus gw tmb paketan yg 10GB 1hr tp yg aktif mlh msh yg 140rb gmna cara ngerubahnya???;netral
@Byu.id gimana mendapatkan  kode pin sim lock?;netral
@byu.id gimana mau nabung gapok aja 1.2+insentif 800... terima 500rbnya byar cicilan 500rb ongkos servis moto 300rb kasih nyokap 200 pke bertahan 1bln smpe tgg gajian lagi😢;netral
@byu.id genshin impact min🗿;netral
@byu.id genapin 150 rb 100 GB min. Indosat gitu jg😅;netral
"@byu.id gak ada bagi"" kuota ni buat anak sklh ya udh ngadepin ujian maupun yang masih";netral
@byu.id ga ada promo min 😭😭😭;netral
@byu.id fitur mode gelap nya dong, kan asik kalau malem² cek kouta di aplikasi By.U gak silau;netral
@byu.id cuma ada info ttg daerah 5G, kalau kasih info yg sejelas jelasnya ya min;netral
@byu.id byu udah support 4g+???;netral
@byu.id bikin permanen dong min;netral
@byu.id bikin paket variatif min..1mbps 75k,1,5mbps 120k,2mbps 150k,,3 mbps 250k..yg suka mbps kecil biasa nya buat keperluan sedikit saja dan berhemat,,paling buka hp hanya sekedar,,yang mbps nya besar biasa nya buat yg kaum rebahan dan butuh kecepatan t;netral
@byu.id Biasanya sebulan 100GB udah abis duluan gak sampai sebulan;netral
@byu.id bener kan yaa? Kan kecepatan 20x lebih cepat 😍. 2 x 20 = 40 👏🔥;netral
@byu.id benar bulan ini nin di tunggu Mbps nya semoga terkabul 👏👏;netral
@byu.id atau gak yg paket 75 Gb nya kak,  sumpah 50 Gb aja gak cukup kalo zoom/meet tiap hari,  tolong kak nindi pleasee;netral
@byu.id apakah juga menggunakan jaringan 5G;netral
@byu.id ak sudah topping yg GGWP + 56 diamond MLBB, ini gmn cara ambil 56 diamond nya ke akun MLBB kita Nindy??;netral
@byu.id ahay asiikk, ku kira sampai akhir Juni ini doang nin😂;netral
@byu.id adain paket yg 25gb 50ribu dong ka??;netral
@byu.id adain paket unlimited 200rb dong kak biar ga kentang bandwith nya;netral
@byu.id Adain kuota unlimited harga seribu  minn😂;netral
@byu.id adain juga paket game LoL Wild Rift dong kak nindy;netral
@byu.id adain Esim nya dong plis;netral
@byu.id ada paketan internet malamnya gk nih??? Kalau ada dan lebih murah dari paketan internet malamnya Telkomsel auto pindah ke byu. 😍;netral
@byu.id ada kuota 1 hari 10gb 10rb kenapa ga bikin kuota 30 hari 300gb 300rb? Kalo ada kan lebih seru... Masa ya kudu ngecer & langganan harian ribet amat yak;netral
@byu.id ada in dong paket youtube unlimited dong kaya telkomsel noh 7 hari unlimited cuma 15rb klo bisa byu bikin youtube unlimited 30 hari 50rb lah;netral
@byu.id 10 gb saja sudah cukup kak;netral
@byu.id  ga ada sistem buat ngutang duluu yah beli paketan nya 😂;netral
@byu.id  dipasang di modem bolt e5573 kok gk ada jaringan min.?;netral
@byu.id  byu udah bisa dukung 5G belooom ?;netral
"@byu.id  buat games pes mobile dong. jgn cuma game itu"" mulu";netral
@by.u memang terbaik untk kita yg kuliah online ❤️❤️❤️ btw jangan lupa banyakin promonya yah😂;netral
@bay_bayufirmansyah tenang  masih ada unlimeted 1.5Mbps, tapi buat apa pakai 5G bandwith terbatas 😂;netral
@baureh_yudi  coba gamenya  update versi terbaru bro... pengaruh juga sih, coba update dulu gamenya,;netral
@bamikoan ya emang karena saat di speed test nyedot sekitar 60-80MBps kalau tes selama 10 detik kuota habis <1GB.;netral
@aswarmrllh_ kan ada promo Banjir THR kak 🤗🥰;netral
@asa_dwa17 tinggal nunggu jangkauan 5G meluas doang dan kalau HP belum support 5G, mana bisa muncul 5G nya by.u😂;netral
@arizunique halo kak, maksud kaka proko yang mana tuh? Yg 75 GB masih ada kok di aplikasi 🙏🏻😊;netral
@archchristians ditunggu prono menarik lainnya dr by.U ya kak 🤗;netral
@anrofii15 pukpuk semoga dapat yang lebih baik ya kak 🥺;netral
@aly_somaly ditunggu promo menarik lainnya ya kak 🥰;netral
@afiqmustofa tambahan unlimited nya by.u itu hanya sampai 1,5Mbps jadi mau 4G atau 5G juga kalau speed batas unlimited nya segitu apa beda nya.;netral
@afiqmustofa tambahan byu 5G mengikuti wilayah 5G nya Telkomsel.;netral
@afiqmustofa males beli hp 5G sekarang. Tunggu samsung s24 aja 😂 sambil nunggu paketannya murah meriah;netral
@afiqmustofa iyaa tp 5g sndiri blum mncakup smua trmasuk by u;netral
@afiqmustofa berarti Bisa dong 5G untuk byu;netral
@afiqmustofa berarti bakal ada paket baru byu;netral
@adnanhavif katanya sih otomatis 5g walaupun gk ganti kartu tapi hp harus bisa 5g;netral
@adheirawan22 ditunggu promo menarik lainnya dari by.U ya kak 🤗;netral
@ademaulana_7 semoga sampe seterusnya ya kak 🤗🥰 makasih udah sama by.U terus 🧡💚💙;netral
Lemot;negatif
 gak ada kode yg masuk..;negatif
 kemarin gw juga gitu;negatif
 kerjaan dan kegiatan saya jadi terganggu karena sinyal ;negatif
Yg serem itu mau buka aplikasi, tapi yg keluar something went wrong terus 😰;negatif
yg pemenang hari kemarin hadiahnya gimana kak belum ada kabar @byu.id;negatif
yg horor itu liat harga kuota sekarang mahal😂 gak kaya dulu;negatif
yg horor itu liat harga kuota sekarang mahal gak kaya dulu;negatif
Yg gw takutin dri 5g adalah ntar paket internet cepet abis njir kalo kecepatannya kayak gitu 😂;negatif
Yg aku tahu 5g mahal;negatif
yg 4G aja masih suka ilang2 an, yg 3G jga payah nih apalagi 5G😂;negatif
Yg 2Mbps yg saya gak ada lg..? Bagai mana ini..!;negatif
Yg 10gb 10k 1 hari kok naik nin 😢 td mau beli kok naik mana pulsa tinggal 10k 😭;negatif
Ye gblg maintenance aplikasi nya, kuota dah mau abis;negatif
Yaudah mahal semua;negatif
Yang unlimited 30 hari, makin sini makin parah ya sinyalnya, bismillah dirut telkomsel 😢;negatif
Yang unlimited 140k/30hari, sedangkan harga THR 75GB 150K/30. yaaahhh mending beli yang unlimited lah...;negatif
Yang review bagus cuma settingan wkwk kasian bgt sinyal kaya siput apa yg mau dibanggain;negatif
Yang paket kuota normal aja kualiatas dan kecepatan jaringannya loyo sekali disaerah ku, apa lagi mau pake yg 2Mbps ini. Mohon diperbaiki dong uda mau setahun nikmati kulitas dan kecepatan jaringan yang menyedihkan ini.;negatif
Yang masih gak bisa buka Apliksi nya sini kumpul NGAB😂😂 toolong dong niih @byu.id;negatif
Yang kesedot kuota utama gimana sih min saya pake toping disney+ sampe kuota utama abis itu kuota toping masih 3gb😢;negatif
Yang gak bisa buka aplikasi dan gak bisa paketin datanya coba sini ngumpul 😂;negatif
Yang di suka lemotnya iya;negatif
Yang ada kalau main game pake sim byu bisa nurunin rank buakan naikin rank;negatif
Yampun yg menang yg komenya kaku smua, :))) pdhal ak udah kreatif bgt;negatif
Yallah lag bangettt pake kouta jugaa ini by u padahal 4 g tapi lag;negatif
yakin kalo 5G signal nya ga patah2😂;negatif
yakin kak? coba cek lagi deh rumusan sila pertama sebelum berubah. mungkin ada kekeliruan.;negatif
yakin amazing,skrg tambah lemot nindy😢;negatif
Yakin 2mbps ? bisa untuk kualitas berapa kalo ntn ytbe? Yang 1.5 buat nonton kualitas 720 buffering?;negatif
Yakin ? Tbtb ping jadi 400+ pas match looo min, mimin uda nyobain kah ? 😂;negatif
Yahhhh iPhone gak bisa ya kakk ?;negatif
Yahhh telat kak nin.. Padahal baru tadi siang beli unlimited 1,5 mbps 140rb😥😥;negatif
Yahhh baru kemarin beli 140 1.5mbps 😢😢;negatif
yahhh;negatif
Yahh genshin gak Ama codm gak ada;negatif
Yahh ga bisa buat wild rift;negatif
Yahh baru kmaren beli yg 1.5mbps;negatif
Yah hape aku gabisa ya😢;negatif
Yah ga percaya dia... Sinyal byu cuma mentok nonton 360p, padahal pake kuote reguler /35gb 😢 pas coba make simpati bisa 720p anjirrr... Aneh cuk...;negatif
Yah cuma daerah tertentu aja yg dapet jangan 5G Telkomsel 😢;negatif
Yah CODM ga ada @byu.id 😢;negatif
Yah ampun min..ge baru aja isi paket unlimited 140 nya..please agak lama donk paket 150 2mb nya..;negatif
yaelah CODM kaga ada. malah game yang lebih sepi ditambahin hadehh 😢;negatif
Yaelaa, buka aplikasi aja susah, masa tiap hari kudu restart hp klo mo buka... Benerin dlu iniii kualitas apk nyaa🔥🔥🔥;negatif
Yaampun, paketnya baru abis awal juli 😢;negatif
Yaah upgrade kartu by.u lagi donk;negatif
Ya ampun, buat main catur aja ngelag, apalagi main rank. Nindy, sinyalnya dibenerin donk. Aku main rank, heronya gak geraaaaak.;negatif
Ya Allah ya rabb ini kenapa sinyal byu ko makin hari makin ga teratur gini... Mau VC juga susah banget ngelag lama kenapa sih ini saya di bandung tepat nya kabupaten bandung pusat kota ko gini...;negatif
Ya Allah 😇🙏👼 Rugi Saya Gunain Ni Provider Udh Beli 100k Untuk MAIN Game Request Timeout.Katanya Dari Telkomsel kok Sinyal 📶 Nya Kek Gini Telkomsel SimPATI Di Rumah Saya Enak Tapi Kenapa By u Kaya.;negatif
Ya Allah 100gb bisa foya2 download sepuasnya😍😍;negatif
WOYYYY... SINYAL NGAPA WOY...;negatif
Woyyy.... apk lu nggk bisa dibuka udh bbrp hr 😤😤;negatif
woyyy sinyal nya lari kemana 😭😭😭;negatif
Woy!!! Aplikasi by.u knp nggak bisa log in??.... cara manual cek kuota di *...# gmn min??;negatif
WOY SINYAL ILANG TENGAH MALEM AMPAS;negatif
WOY RONGSOK MANA PULSA SY BL. MASUK LOL;negatif
WOY PENIPU PULSA SY MANA BLM MASUK DRI KEMARIN SLDO SHOPEPY UDH KE POTONG LOL;negatif
Woy masalah byu gw blm teratasi juga gan repot dah kalo ga ada kantor pelayanan langsung;negatif
Woy lah jaringan lu error nih;negatif
Woy kontol gk bisa registrasi;negatif
WOY JGN BAGI2 HADIAH MULU,NIH LIAT KOMPLENAN LU BANYAK!! GUA BELI KUOTA YG 140RB UDH MAU 3 HARI KUOTA GA MASUK2;negatif
woy cek dm dong;negatif
Woy @byu.id tambahin LoL wildrift lah;negatif
WOIII 4G Nya Lemot;negatif
Woii min ilang nihhh parahhh;negatif
Woi sinyal kayak tai, baru beli juga masih pake 100 mb udh gabisa dipakai lagi, mau nipu ya ini provider kntol;negatif
Woi kok tiap hari harus lag ya?;negatif
Woi knp by.u skrg buat main game ga bisa lagi?;negatif
woi bls dm ajg;negatif
woi aplikasi beneran mau cek paket kagak bisa;negatif
Woi apaan nih sinyal sim card gw ilang 🤬🤬🤬 mesti nyari wifi buat lakukan laporan tp slow respons banget. Tolong lah hoi di resons;negatif
Woey min @byu.id aplikasinya error kah ? mau cek kuota aja gk bisa;negatif
Wkwkwk pernah pas puasa min.. temen susah masuk krna jaringan.. pas masuk dosennya bilang dh ya saya mau beli kolak wkkw... Dan slesai. Dia baru masuk. Trus dia bilang knceng suee w baru masuk wkwkwk.. smua pserta auto ngakak wkkw..😂;negatif
wkwk benerin ping nya dulu sono,4G aja ping nya ngos ngosan😂;negatif
Wey, napa 20rb 10Gb/10 hari cuma ada di awal doang, baru make kirain paketan permanen, trnyata cuma promo doang. Masih aja medit;negatif
Wei nindyyy!! Ni pake topping ig lemot parah gilaa buat buka video ig 😭 tolong lah kena mental nih,4G padahal;negatif
Wah ,gada sinyal? Sama kirain saya doang;negatif
Waduh kemahalan tuh;negatif
URUSIN SINYAL LAHHHHHH. LEGGG TEROSSSS, PING JUMPING TEROSSSSS.;negatif
untuk tgl 18 skrng ada upgrade aph nih ? klo ngga bisa internetan ngga bisa liat pertandingan euro dong..!!!;negatif
"Untuk pertama kalinya saya kecewa dengan by.U . Saldo e wallet sudah terpotong, ada email konfirmasi bahwa pembayaran telah berhasil tapi di aplikasi transaksinya masih ""Pending"". Sudah 2 hari berlalu dan yang saya dapatkan hanya ""Mohon kesediannya untuk menunggu"" tanpa ada kejelasan kapan permasalahannya akan terselesaikan.";negatif
Unlimited 1 Mbps satu bulan aja dah ilang. Gua mau pindah lagi ke Smartfren;negatif
Unlimietid sekarang lelet ya, gabisa buat unduh apapun asli, lelet bngt itu kenapa ya?;negatif
Udhlah pake tri aja;negatif
Udha beli hape 5g ready. Tp band nya ga support di Telkomsel. Mana tempatnya yg uji coba cuma di jakarta doang. 😂;negatif
Udh sering nyoba speed segitu pas 5G belom ada, tapi di pc server😂;negatif
Udh pake byu, tapi jaringan makin lag, kirim foto lewat WA aja susah amat. Terimakasih byu.;negatif
udh capek bgt komen perkara sinyal by.u yg ilang2an mulu. heran;negatif
Udh beli toping vidio, tp kok buat nonton mlh yg kepake kuota data utama ya nin @byu.id;negatif
Udh beli paket tiap hari tetep lag;negatif
Udh beli malah ada bginian😢;negatif
Udah seminggu nih gabisa buka aplikasi by.u  Gimana ngecek kuota kalo buka app aja gabisa . BOSEN MIN INSTAL UNINSTAL ULANG TUH 😌😤🤯;negatif
Udah seharian jaringan nya jelek parah;negatif
Udah pengaduan masih aja lemot, ini beneran di urus gak sih??;negatif
udah pasang 1.5mbps + ggwp tetap aja lag dan ga respon cukup lama , GAUSAH PROMO NGOMONG MANIS DEH BYU ! UDAH ENEG SAMA PROMO MANIS ! KASIH KEJELASAN AJA SESUAI SAMA UCAPAN !;negatif
Udah pakai byu dari lama tapi pas update malah ga bisa loggin;negatif
Udah nyoba nih yg 10rb, kalau akses mobile legend harus matiin speed mode.. Kalau ga ntar ngefreeze 😂;negatif
UDAH JNGN PAKE BYU DAH . NTR KAYA GW PAKET DATA INTERNET GA BISA DIGUNAKAN DAN PENANGANAN UDAH 3 MINGGU GA SELESAI JUGA.;negatif
Udah jaman 5G.tapi 4G malah jauh lebih parah jaringannya ironi;negatif
Udah isi pulsa 10k malah 11k aduhh, kenapa diganti coba;negatif
udah harga tambah mahal, stabilisasi koneksi ga karuan tai;negatif
Udah ga ky awal2 makeee;negatif
udah beli topping yang mola tapi pas dicoba nonton di laptop yang kepakai kuota utama bukan kuota mola nya itu kenapa ya min?;negatif
udah beli kuota, transaksi sukses tp ga masuk ke by u nya, gimanaaaa dah ini;negatif
Udah 2 hr ini kayak gini by.u sinyal nya naik turun kayak mau mendaki gunung😪 bikinnnn mati gaya 😒😒😒😒😒😒😒;negatif
Udah 2 bulan dapat kartunya tapi cuman di masukin ke hp aja blom pernah terpakai . Br kali ni coba pilih no hp .. alamat pengiriman udah lengkap tapi pas masukin kodepos ko jawabannya gbs ngirim ke alamat ni.. solusinya Min..;negatif
udah 1minggu gabisa resgistrasi, muter terus di 2 step pertama. Live Chat ngantrinya ber jam jam. apa bisa di urus ke kantor Grapari ya?;negatif
Uda beli 100 gb yutub,pas buka yutub masa ga bisa, mala pas buka di bilang anda sudah offline;negatif
Ud bli kuota gede2 tapi sinyal nya macem provider murahan.. bikin emosi.. awal2 doang sinyal nya bagus.. makin kesini makin gga jelas, pake mau 5g sgala.. benerin yg ada dulu napa dah.. 😭;negatif
Tpi 2 hri msh aja gak di deaktivasi, masih pake speed lama... kalo kayak bgini merugikan banget... Saya ga minta refund loh buat upgradenya... Tpi buat deaktivasi aja susah... Karena kita gak bs plih paketan yg mau kita pake(yg tanggalan nya mau habis dluan);negatif
Tp skrg kok di daerh ku BYu makin redup ga sinyalnya???;negatif
Tp klo malem jaringannya berkurang, bye.u😢;negatif
Topping game GGWP ngk jalan min,, benahin dulu napa?;negatif
Tp jringan suka mendadak lemot tiba tiba 😌🙂app suka eror kdng klo mw beli paket ☺️tingkatkan lg 💕;negatif
Ttp aja di aku by.u jelek aneh;negatif
Toping youtube yg 1 bulan dikit min kuotanya,, yg 100gb malah cuma 1 hari zzz;negatif
Toping main game ku gak bisa buat ff kenapa ya cuma bisa ml;negatif
toping game saya ko ga bisa di pake ya kak? padahal masih ada 8gb lagi;negatif
Toping game emang cocok buat game😍 bisa meningkatkan darah menjadi lebih tinggi👏;negatif
TOLONGGG APP NYA GABISA DI BUKA LANGSUNG CLOSE SAYA MAU BELI PAKETTTTTT;negatif
Tolong terbuka aja dong kalau ada gangguan, jadi para customer bisa dapat kepastian 😣;negatif
Tolong saya ada isi pulsa melalui dana tp sampai saat ini masih blm masuk;negatif
Tolong respon dm saya min😢;negatif
Tolong respon DM saya min;negatif
Tolong perbaiki kualitas jaringannya.makin lama makin jelek;negatif
Tolong perbaiki kecepatan internetnya dong, masa paket unlimited 1.5mbps kecepatan gak lebih dari 200kbs :) beli mahal2 tapi nge lag :);negatif
tolong min signal byu di daerah tegal alur, ilang alias no service;negatif
TOLONG MAU PAKE PAKET INI GABISA BYU NYA DI BUKA CLOSE TERUS;negatif
Tolong masa berlaku paket datanya disesuaikan dengan besarnya kuota yang ditawarkan!;negatif
Tolong lg ngadmin ini sinyal nya kemanaaaa no service😭;negatif
Tolong lah ye jgn mau tipu2 kalau sinyal masi merah hahaha... 😂😂😂;negatif
Tolong klo ada gangguan di infoin di ig atau app nya. Soalnya klo gangguan ngeselin bgt trus gak sebentar, lama bgt.;negatif
Tolong jaringanya. Main mobile legends leg banget😢;negatif
tolong jaringan lag bgt;negatif
Tolong hargai hak saya udah beli kok gini padahal  udah dari 2019 ..;negatif
Tolong dongg ini by u jaringan nya ampasss;negatif
Tolong dong,kalau bisa kasih fitur rotasi di aplikasi by.u,soalnya hp saya bagian atas ga bisa di pencet,jadi agak susah kalo mau beli kuota/pulsa;negatif
Tolong dong untuk provider by.u kenapa setiap bermain mobile legend sinyal full tapi Ping dalam game nya selalu merah tolong banget udah 3 hari kayak begini biasanya ga seperti ini selalu lancar;negatif
Tolong dong saya isi pulsa melalui Tokopedia kok blm masuk ya sampai saat ini;negatif
Tolong dong min @byu.id ,. Saya beli kuota gak masuk2 nih,.saldo dah kepotong kuota gak masuk,. Pengaduan chatnya kelamaan loading gak bisa2,..;negatif
Tolong dong kenapa nih, padahal saya udah login dengan nomor axis yang sesuai, tapi pas masuk di suruh pilih nomoer lgi, kan saya udh login dengan nomor axis saya terus kenapa di suruh milih nomor telkomsel. Tolong dong kasih tau.;negatif
Tolong dong kejelasannya;negatif
Tolong dong jaringan 4g whatsapp aja pending buka mbanking gabisa mulu. Jangan nyuruh DM ujung2nya coba di mode airplane atau ganti apn moon maap semua uda dilakuin emg kentang sekarang;negatif
Tolong dong jangan cuma promosi tapi perbaiki juga kualitasnya;negatif
Tolong dong ini appnya kenapa udah 2 hari ga kebuka, update, hapus chache, ampe install ulang masih aja kaya gini;negatif
tolong dong aplikasi by.U dioptimalkan lagi..;negatif
Tolong dong @byu.id kenapa gagal aktivasi terus padahal nomor NIK udah di unreg semua di GRAPARI, solusinya dong;negatif
Tolong ditindaklanjuti ya by.U aspirasi masyarakat awam ini!;negatif
Tolong di perbaikin sinyalnya, buat ngegame ngelag terus;negatif
Tolong di naikin lagi dong kecepatan nya;negatif
Tolong di kondisikan jaringannya jangan suka ilang mendadak;negatif
Tolong di follow up min, lap 9102338, isi pulsa dr app by.u sudah 3 hari blm masuk, pembayaran dah berhasil dg shopeepay 16 Juni 2021, jam 10.00 WIB;negatif
Tolong cek dm min, beli pulsa payment via permata bank kok gak masuk lagi pulsanya..;negatif
Tolong byu, sudah pesan kartu dan sudah registrasi tapi data belum masuk;negatif
Tolong bantu sinyal nya woy @byu.id;negatif
Tolong banget sehari 10gb 10rb mana kenapa harus 11rb :( nyari 1000 nya pr banget;negatif
Tolong banget cek DM, di aplikasi By.U udah nunggu lama sama sekali gak ada respon, di twitter gak ada respon @byu.id;negatif
Tmpt gua 4G nya gk stabil suka turun H+. Jdi lag klo main Pubg😢 @byu.id;negatif
tlong dong isiin opsi pilihan paket data mana yg ingin digunakan,,, soalnya saya pakek 1,5 mbps tpi kadang beli 10gb 1 hari buat download, dan 10 gb itu kadang mau ke pakek  kadang enggk;negatif
tlg donk beli topping ggwp 9gb buat game kok yg kesedot ttp kuota utama? kuota utama habis baru bisa dipake toppingnya? 😢😢 @byu.id;negatif
Tips n trik dong buka aplikasi ByU, gagal melulu. Terakhir bs buka dng cara clear data. Hiks;negatif
Tingkatin donk tolong untuk daerah cikarang, lemot bngt ini :( @byu.id;negatif
TIGA JEMPOL MATALU! SINYAL SAMPAH DIPAKE GAME ANJLOK! RUGI!;negatif
Tidak bisa regis dgan keterangan no KK tidak di temukan!!! Pdhdl gw regis no KK tersebut di sim card Telkomsel gw,,,apakah byu penipuan supaya kartu kita hangus karna tidak bisa di pakai😬😬;negatif
Tidak bisa log in aplikasi knpa min? Sudah install ulang aplikasi tetep ndak mau;negatif
Tiba2 kouta habis dan gak ada promo cuan dari byu;negatif
Tiba2 H+ kan ga lucu😢;negatif
Tiba tiba kenapa gada sinyal si;negatif
tiap buka aplikasi kok error mulu ya?;negatif
